Tail,Anal,LB,UB,Pelvic,Pectoral,Dorsal,Head,Fish_ID,Day,Standard_length,Parasite_strain,Fish_strain,Sex_fish
1,0,1,29,6,0,0,84,43,13,20,Gb,OS,Male
2,0,2,26,0,0,0,78,43,15,20,Gb,OS,Male
2,0,4,54,0,1,0,418,43,17,20,Gb,OS,Male
1,0,0,0,0,0,0,0,45,1,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,3,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,5,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,7,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,9,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,11,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,13,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,15,13,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,45,17,13,Gt,UA,Male
0,0,0,0,1,0,0,0,46,1,16,Gb,UA,Female
0,1,0,0,0,0,0,4,46,3,16,Gb,UA,Female
4,2,0,2,0,0,0,1,46,5,16,Gb,UA,Female
1,3,4,5,2,0,0,4,46,7,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,9,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,11,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,13,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,15,16,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,46,17,16,Gb,UA,Female
0,0,0,1,0,0,0,0,47,1,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,3,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,5,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,7,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,9,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,11,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,13,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,15,15,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,47,17,15,Gt,LA,Male
0,0,1,0,0,0,0,0,48,1,16,Gb,LA,Female
1,0,1,0,0,0,0,1,48,3,16,Gb,LA,Female
3,3,0,1,0,0,0,6,48,5,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,7,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,9,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,11,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,13,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,15,16,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,48,17,16,Gb,LA,Female
1,0,1,0,0,0,0,0,49,1,22,Gb,OS,Male
1,0,1,0,0,0,1,0,49,3,22,Gb,OS,Male
5,0,5,0,0,2,0,0,49,5,22,Gb,OS,Male
10,0,10,1,0,0,0,1,49,7,22,Gb,OS,Male
20,1,36,0,0,0,0,14,49,9,22,Gb,OS,Male
3,2,78,0,0,1,1,20,49,11,22,Gb,OS,Male
10,0,56,7,13,0,0,46,49,13,22,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,49,15,22,Gb,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,49,17,22,Gb,OS,Male
1,0,0,0,0,0,0,0,50,1,19,Gb,OS,Female
1,1,0,0,1,0,0,2,50,3,19,Gb,OS,Female
4,0,2,0,1,0,0,6,50,5,19,Gb,OS,Female
8,4,3,0,2,0,1,3,50,7,19,Gb,OS,Female
3,3,14,0,7,0,2,16,50,9,19,Gb,OS,Female
5,0,18,0,0,2,2,18,50,11,19,Gb,OS,Female
4,3,16,1,0,0,0,16,50,13,19,Gb,OS,Female
1,0,3,0,0,0,0,7,50,15,19,Gb,OS,Female
1,0,0,0,3,0,0,18,50,17,19,Gb,OS,Female
2,0,0,0,0,0,0,0,51,1,16,Gt,UA,Male
7,0,3,0,0,0,0,0,51,3,16,Gt,UA,Male
4,0,5,1,0,0,0,0,51,5,16,Gt,UA,Male
6,0,8,4,0,0,0,6,51,7,16,Gt,UA,Male
9,1,17,0,0,0,0,31,51,9,16,Gt,UA,Male
15,0,42,3,0,0,0,45,51,11,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,51,13,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,51,15,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,51,17,16,Gt,UA,Male
1,0,1,0,0,0,0,0,53,1,16,Gt,LA,Male
2,2,0,0,1,0,1,1,53,3,16,Gt,LA,Male
2,1,0,0,1,0,1,1,53,5,16,Gt,LA,Male
0,0,0,1,0,1,0,5,53,7,16,Gt,LA,Male
0,0,0,0,0,1,0,3,53,9,16,Gt,LA,Male
1,0,1,0,0,0,0,3,53,11,16,Gt,LA,Male
0,0,0,0,0,0,1,1,53,13,16,Gt,LA,Male
0,0,0,0,1,0,0,5,53,15,16,Gt,LA,Male
4,0,1,1,0,0,0,14,53,17,16,Gt,LA,Male
0,0,1,1,0,0,0,0,54,1,19,Gb,LA,Female
2,0,0,0,2,0,0,0,54,3,19,Gb,LA,Female
2,0,2,0,0,0,0,2,54,5,19,Gb,LA,Female
5,1,4,1,1,0,0,7,54,7,19,Gb,LA,Female
2,1,2,2,2,4,0,36,54,9,19,Gb,LA,Female
12,7,9,19,6,0,1,35,54,11,19,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,54,13,19,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,54,15,19,Gb,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,54,17,19,Gb,LA,Female
1,0,0,0,0,0,0,0,55,1,17,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,55,3,17,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,55,5,17,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,55,7,17,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,55,9,17,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,55,11,17,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,55,13,17,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,55,15,17,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,55,17,17,Gt,OS,Male
0,0,1,0,0,0,0,0,56,1,12,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,56,3,12,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,56,5,12,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,56,7,12,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,56,9,12,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,56,11,12,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,56,13,12,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,56,15,12,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,56,17,12,Gt,OS,Female
1,0,0,0,0,0,0,0,57,1,12,Gt,UA,Male
5,1,0,0,0,0,0,0,57,3,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,57,5,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,57,7,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,57,9,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,57,11,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,57,13,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,57,15,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,57,17,12,Gt,UA,Male
0,0,2,1,0,0,0,0,58,1,17,Gt,UA,Female
2,2,0,0,0,0,0,1,58,3,17,Gt,UA,Female
4,1,0,1,0,0,0,1,58,5,17,Gt,UA,Female
3,0,2,1,0,0,0,1,58,7,17,Gt,UA,Female
2,0,4,1,1,0,0,1,58,9,17,Gt,UA,Female
1,1,0,3,0,0,0,1,58,11,17,Gt,UA,Female
0,0,4,1,0,0,0,2,58,13,17,Gt,UA,Female
2,0,3,0,0,3,0,2,58,15,17,Gt,UA,Female
0,1,1,0,0,0,1,3,58,17,17,Gt,UA,Female
2,0,0,0,0,0,0,0,59,1,17,Gb,LA,Male
3,0,3,0,0,0,0,0,59,3,17,Gb,LA,Male
6,2,1,0,0,0,0,2,59,5,17,Gb,LA,Male
14,0,4,1,3,0,0,2,59,7,17,Gb,LA,Male
26,0,18,3,12,0,0,12,59,9,17,Gb,LA,Male
48,22,40,6,0,2,19,48,59,11,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,59,13,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,59,15,17,Gb,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,59,17,17,Gb,LA,Male
1,1,0,0,0,0,0,0,60,1,18,Gt,LA,Female
3,0,3,0,0,0,1,2,60,3,18,Gt,LA,Female
5,0,1,0,0,0,1,2,60,5,18,Gt,LA,Female
4,0,0,0,0,0,0,3,60,7,18,Gt,LA,Female
2,1,1,4,0,2,1,0,60,9,18,Gt,LA,Female
1,0,1,0,0,1,0,6,60,11,18,Gt,LA,Female
1,0,0,0,0,0,0,0,60,13,18,Gt,LA,Female
3,0,0,0,0,1,0,0,60,15,18,Gt,LA,Female
1,0,0,0,0,0,0,0,60,17,18,Gt,LA,Female
1,0,0,0,0,0,0,0,61,1,22,Gt,OS,Male
6,0,1,0,0,0,0,0,61,3,22,Gt,OS,Male
8,0,0,0,0,0,0,0,61,5,22,Gt,OS,Male
23,0,2,0,0,0,0,0,61,7,22,Gt,OS,Male
44,0,5,6,0,0,0,0,61,9,22,Gt,OS,Male
86,0,0,1,3,0,1,1,61,11,22,Gt,OS,Male
108,0,23,4,2,0,0,2,61,13,22,Gt,OS,Male
152,0,50,13,0,1,0,20,61,15,22,Gt,OS,Male
212,11,121,38,11,14,33,72,61,17,22,Gt,OS,Male
1,0,0,0,0,0,0,0,62,1,18,Gt,OS,Female
2,0,0,0,1,0,0,0,62,3,18,Gt,OS,Female
1,0,1,0,1,0,0,0,62,5,18,Gt,OS,Female
2,1,3,0,0,0,0,0,62,7,18,Gt,OS,Female
1,2,2,0,0,0,3,0,62,9,18,Gt,OS,Female
2,0,0,0,0,0,0,0,62,11,18,Gt,OS,Female
2,0,0,0,1,0,0,0,62,13,18,Gt,OS,Female
3,0,0,2,0,1,0,0,62,15,18,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,62,17,18,Gt,OS,Female
1,0,0,0,0,2,0,0,63,1,12,Gt,UA,Male
3,0,2,0,1,0,0,3,63,3,12,Gt,UA,Male
9,0,0,1,1,0,0,3,63,5,12,Gt,UA,Male
10,0,8,9,3,0,0,29,63,7,12,Gt,UA,Male
28,0,22,28,13,0,0,64,63,9,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,63,11,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,63,13,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,63,15,12,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,63,17,12,Gt,UA,Male
1,0,0,0,0,1,0,0,64,1,15,Gb,UA,Female
0,0,1,0,0,0,0,1,64,3,15,Gb,UA,Female
0,0,0,1,0,0,0,0,64,5,15,Gb,UA,Female
0,0,0,6,0,0,0,0,64,7,15,Gb,UA,Female
0,0,0,0,0,0,0,18,64,9,15,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,64,11,15,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,64,13,15,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,64,15,15,Gb,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,64,17,15,Gb,UA,Female
1,0,0,0,0,0,0,0,65,1,16,Gt,LA,Male
2,0,0,1,2,0,0,0,65,3,16,Gt,LA,Male
5,0,0,0,2,0,0,0,65,5,16,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,65,7,16,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,65,9,16,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,65,11,16,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,65,13,16,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,65,15,16,Gt,LA,Male
NA,NA,NA,NA,NA,NA,NA,NA,65,17,16,Gt,LA,Male
1,1,0,0,0,0,0,0,66,1,25,Gt,LA,Female
2,1,0,0,2,0,0,3,66,3,25,Gt,LA,Female
2,0,3,1,2,0,0,3,66,5,25,Gt,LA,Female
7,1,3,0,1,0,0,4,66,7,25,Gt,LA,Female
12,1,3,2,6,0,1,42,66,9,25,Gt,LA,Female
31,4,8,23,9,5,0,77,66,11,25,Gt,LA,Female
32,4,32,1,1,5,0,300,66,13,25,Gt,LA,Female
27,1,81,11,0,10,1,600,66,15,25,Gt,LA,Female
8,0,29,12,2,6,1,123,66,17,25,Gt,LA,Female
2,0,0,0,0,0,0,0,67,1,18,Gt,OS,Male
3,0,0,0,0,1,0,2,67,3,18,Gt,OS,Male
7,0,2,0,0,1,0,2,67,5,18,Gt,OS,Male
12,3,18,2,2,0,2,5,67,7,18,Gt,OS,Male
1,16,43,22,0,2,0,27,67,9,18,Gt,OS,Male
0,3,67,17,0,4,7,40,67,11,18,Gt,OS,Male
1,3,75,36,3,16,18,84,67,13,18,Gt,OS,Male
5,6,58,80,5,20,0,780,67,15,18,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,67,17,18,Gt,OS,Male
2,0,0,0,0,0,0,0,68,1,25,Gt,OS,Female
5,0,1,0,0,0,0,0,68,3,25,Gt,OS,Female
7,0,0,0,0,0,0,0,68,5,25,Gt,OS,Female
2,0,1,0,0,0,3,0,68,7,25,Gt,OS,Female
5,0,4,3,0,2,0,0,68,9,25,Gt,OS,Female
0,0,1,0,0,0,0,0,68,11,25,Gt,OS,Female
1,0,0,0,0,0,0,0,68,13,25,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,68,15,25,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,68,17,25,Gt,OS,Female
2,0,0,0,0,0,0,0,69,1,16,Gt,UA,Male
4,0,0,0,0,0,0,0,69,3,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,69,5,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,69,7,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,69,9,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,69,11,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,69,13,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,69,15,16,Gt,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,69,17,16,Gt,UA,Male
2,0,0,0,0,0,0,0,70,1,19,Gt,UA,Female
3,0,0,0,0,0,0,0,70,3,19,Gt,UA,Female
7,0,1,0,0,0,0,0,70,5,19,Gt,UA,Female
12,4,3,0,0,0,2,0,70,7,19,Gt,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,70,9,19,Gt,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,70,11,19,Gt,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,70,13,19,Gt,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,70,15,19,Gt,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,70,17,19,Gt,UA,Female
3,0,0,0,0,0,0,0,71,1,13,Gt,OS,Male
5,0,1,0,1,0,0,0,71,3,13,Gt,OS,Male
2,0,12,0,1,0,0,0,71,5,13,Gt,OS,Male
7,2,20,0,3,0,0,0,71,7,13,Gt,OS,Male
0,8,8,0,4,1,0,0,71,9,13,Gt,OS,Male
1,0,1,3,0,0,0,0,71,11,13,Gt,OS,Male
0,0,0,1,0,0,0,0,71,13,13,Gt,OS,Male
0,0,0,0,0,0,0,0,71,15,13,Gt,OS,Male
0,0,0,0,0,0,0,0,71,17,13,Gt,OS,Male
0,0,0,0,1,0,0,0,72,1,24,Gt,OS,Female
4,1,0,0,1,0,1,0,72,3,24,Gt,OS,Female
8,5,0,0,1,0,1,0,72,5,24,Gt,OS,Female
15,1,7,1,0,0,3,0,72,7,24,Gt,OS,Female
3,4,23,0,0,1,1,10,72,9,24,Gt,OS,Female
24,3,33,0,0,3,7,0,72,11,24,Gt,OS,Female
13,16,76,0,6,8,0,3,72,13,24,Gt,OS,Female
13,7,58,4,7,2,2,0,72,15,24,Gt,OS,Female
5,4,32,0,0,0,2,0,72,17,24,Gt,OS,Female
0,0,0,0,1,0,0,0,73,1,14,Gt,OS,Male
1,0,0,0,0,1,1,0,73,3,14,Gt,OS,Male
5,0,0,0,0,1,1,0,73,5,14,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,73,7,14,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,73,9,14,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,73,11,14,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,73,13,14,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,73,15,14,Gt,OS,Male
NA,NA,NA,NA,NA,NA,NA,NA,73,17,14,Gt,OS,Male
1,0,0,0,0,0,0,0,74,1,16,Gt,OS,Female
5,0,0,0,0,1,1,0,74,3,16,Gt,OS,Female
7,1,1,0,0,1,1,0,74,5,16,Gt,OS,Female
8,1,7,0,0,2,2,0,74,7,16,Gt,OS,Female
11,0,23,10,6,6,2,0,74,9,16,Gt,OS,Female
3,5,74,0,8,5,5,1,74,11,16,Gt,OS,Female
6,5,70,6,0,2,6,0,74,13,16,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,74,15,16,Gt,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,74,17,16,Gt,OS,Female
1,0,0,0,0,0,0,0,75,1,19,Gt3,OS,Male
1,0,0,1,0,0,0,0,75,3,19,Gt3,OS,Male
2,1,0,0,0,1,1,0,75,5,19,Gt3,OS,Male
2,1,0,0,0,1,1,0,75,7,19,Gt3,OS,Male
21,0,17,1,0,6,8,0,75,9,19,Gt3,OS,Male
10,1,23,2,1,1,0,0,75,11,19,Gt3,OS,Male
7,0,7,0,1,1,8,0,75,13,19,Gt3,OS,Male
0,1,0,4,2,3,6,0,75,15,19,Gt3,OS,Male
1,0,3,0,1,1,1,0,75,17,19,Gt3,OS,Male
1,0,0,0,0,0,0,0,76,1,21,Gt3,OS,Female
0,0,0,0,0,0,0,0,76,3,21,Gt3,OS,Female
0,0,0,0,0,0,0,0,76,5,21,Gt3,OS,Female
0,0,0,0,0,0,0,0,76,7,21,Gt3,OS,Female
0,0,0,0,0,0,0,0,76,9,21,Gt3,OS,Female
0,0,0,0,0,0,0,0,76,11,21,Gt3,OS,Female
0,0,0,0,0,0,0,0,76,13,21,Gt3,OS,Female
0,0,0,0,0,0,0,0,76,15,21,Gt3,OS,Female
0,0,0,0,0,0,0,0,76,17,21,Gt3,OS,Female
2,0,0,0,0,0,0,0,77,1,18,Gt3,UA,Male
4,0,0,0,0,0,0,0,77,3,18,Gt3,UA,Male
0,0,0,0,0,0,0,0,77,5,18,Gt3,UA,Male
0,0,0,0,0,0,0,0,77,7,18,Gt3,UA,Male
0,0,0,0,0,0,0,0,77,9,18,Gt3,UA,Male
0,0,0,0,0,0,0,0,77,11,18,Gt3,UA,Male
0,0,0,0,0,0,0,0,77,13,18,Gt3,UA,Male
0,0,0,0,0,0,0,0,77,15,18,Gt3,UA,Male
0,0,0,0,0,0,0,0,77,17,18,Gt3,UA,Male
1,0,0,0,0,0,0,0,78,1,17,Gt3,UA,Female
4,0,0,0,0,0,0,0,78,3,17,Gt3,UA,Female
0,0,0,0,0,0,0,0,78,5,17,Gt3,UA,Female
0,0,0,0,0,0,0,0,78,7,17,Gt3,UA,Female
0,0,0,0,0,0,0,0,78,9,17,Gt3,UA,Female
0,0,0,0,0,0,0,0,78,11,17,Gt3,UA,Female
0,0,0,0,0,0,0,0,78,13,17,Gt3,UA,Female
0,0,0,0,0,0,0,0,78,15,17,Gt3,UA,Female
0,0,0,0,0,0,0,0,78,17,17,Gt3,UA,Female
2,0,0,0,0,0,0,0,79,1,15.5,Gt3,LA,Male
1,0,0,0,0,0,0,0,79,3,15.5,Gt3,LA,Male
6,0,0,0,0,0,0,0,79,5,15.5,Gt3,LA,Male
0,0,0,0,0,0,0,0,79,7,15.5,Gt3,LA,Male
0,0,0,0,0,0,0,0,79,9,15.5,Gt3,LA,Male
0,0,0,0,0,0,0,0,79,11,15.5,Gt3,LA,Male
0,0,0,0,0,0,0,0,79,13,15.5,Gt3,LA,Male
0,0,0,0,0,0,0,0,79,15,15.5,Gt3,LA,Male
0,0,0,0,0,0,0,0,79,17,15.5,Gt3,LA,Male
2,0,0,0,0,0,0,0,80,1,19,Gt3,LA,Female
3,0,0,1,0,0,0,0,80,3,19,Gt3,LA,Female
4,0,1,0,0,0,0,0,80,5,19,Gt3,LA,Female
6,1,0,0,3,1,0,0,80,7,19,Gt3,LA,Female
12,1,20,1,0,7,2,2,80,9,19,Gt3,LA,Female
30,5,0,3,0,6,6,0,80,11,19,Gt3,LA,Female
0,0,0,0,0,0,0,0,80,13,19,Gt3,LA,Female
0,0,0,0,0,0,0,0,80,15,19,Gt3,LA,Female
0,0,0,0,0,0,0,0,80,17,19,Gt3,LA,Female
1,0,0,0,0,0,0,0,81,1,21,Gt3,OS,Male
3,1,0,0,0,0,0,0,81,3,21,Gt3,OS,Male
3,1,1,0,0,1,0,1,81,5,21,Gt3,OS,Male
3,1,1,0,0,1,0,1,81,7,21,Gt3,OS,Male
13,5,28,1,4,9,0,1,81,9,21,Gt3,OS,Male
13,0,16,0,0,0,1,1,81,11,21,Gt3,OS,Male
9,1,1,0,1,1,0,0,81,13,21,Gt3,OS,Male
2,0,0,0,1,1,0,0,81,15,21,Gt3,OS,Male
6,0,0,0,1,0,0,0,81,17,21,Gt3,OS,Male
1,0,0,0,0,0,0,0,82,1,15,Gt3,OS,Female
1,0,0,0,0,0,0,0,82,3,15,Gt3,OS,Female
2,0,0,0,0,0,0,0,82,5,15,Gt3,OS,Female
2,0,0,0,0,0,0,0,82,7,15,Gt3,OS,Female
2,0,1,0,0,0,0,0,82,9,15,Gt3,OS,Female
3,1,1,0,0,0,0,1,82,11,15,Gt3,OS,Female
1,0,1,0,0,1,0,0,82,13,15,Gt3,OS,Female
1,0,0,0,0,0,0,0,82,15,15,Gt3,OS,Female
NA,NA,NA,NA,NA,NA,NA,NA,82,17,15,Gt3,OS,Female
3,0,0,0,0,1,0,0,83,1,16,Gt3,UA,Male
4,2,0,0,0,0,0,0,83,3,16,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,83,5,16,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,83,7,16,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,83,9,16,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,83,11,16,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,83,13,16,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,83,15,16,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,83,17,16,Gt3,UA,Male
2,0,0,0,0,0,0,0,84,1,15,Gt3,UA,Female
2,0,0,0,0,0,0,0,84,3,15,Gt3,UA,Female
3,0,0,0,0,1,0,0,84,5,15,Gt3,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,84,7,15,Gt3,UA,Female
